Alloy,No,Phase,Phase1,a(Å),δ,T_m(K),σT_m(K),ΔH_mix(kJ/mol),σH_mix(kJ/mol),ΔS_mix(R),χ,Δχ,VEC,σVEC,K(GPa),σK(GPa),Young's modulus E (GPa),Shear modulus G (GPa)
AlCoCuFeNiTi,6.0,SS,FCC+BCC,1.31833333333333,0.0698876104226814,1589.87333333333,343.44633679158,-16.8888888888889,10.022608188347,1.79175946922805,1.77833333333333,0.147356333046425,7.5,2.98607881119482,142.666666666667,38.8444190185526,156.0,58.5
AlCoCuFeNiZr,6.0,SS+IM,FCC+BCC+IM,1.34183333333333,0.0999925165285507,1621.04,380.393332442443,-23.8888888888889,13.5942828699778,1.79175946922805,1.74333333333333,0.211002896241313,7.5,2.98607881119482,124.333333333333,66.2361096549474,147.833333333333,56.6666666666667
AlCoCuNiTiZn,6.0,SS,BCC+2FCC,1.344,0.0657672440700817,1403.48666666667,457.411422232643,-17.8888888888889,9.51747364203069,1.79175946922805,1.74833333333333,0.152032525759749,8.16666666666667,3.43592135468138,126.0,44.5720390678581,138.833333333333,52.0
 AlCrCuFeMgNi4.75,6.0,IM,IM,1.3045641025641,0.0879107845537483,1580.84512820513,381.14998056739,-4.55489809335963,6.37700427766203,1.51817118903836,1.78282051282051,0.192499733172625,7.94871794871795,3.08801419842556,148.307692307692,46.7925886341503,172.820512820513,66.5641025641026
Al0.8CrCu1.5FeMnNi,6.0,SS,SS,1.29342857142857,0.0495636048216176,1590.70333333333,366.611328205027,-1.7435122197027,6.11271421749147,1.77234601099894,1.76,0.143039566065888,7.92063492063492,2.59609956092002,142.984126984127,32.1719053535707,180.793650793651,58.0634920634921
Al0.8CrCuFe1.5MnNi,6.0,SS,SS,1.29049206349206,0.0508155136950395,1626.67396825397,364.218932056504,-3.30561854371378,5.97794740594137,1.77234601099894,1.75444444444444,0.138790441299536,7.68253968253968,2.43535725892199,145.365079365079,32.9633281507114,187.222222222222,60.7619047619048
Al0.8CrCuFeMn1.5Ni,6.0,SS,SS,1.29914285714286,0.0505464001551509,1603.49936507937,361.029066810605,-4.23280423280423,6.03441295236406,1.77234601099894,1.73222222222222,0.147082143601765,7.6031746031746,2.44000834333522,141.396825396825,32.7678412241839,186.190476190476,54.2539682539683
AlCrCuFeMnNi,6.0,SS,BCC,1.29933333333333,0.0538768354090527,1588.20666666667,388.580561688593,-5.11111111111111,6.35878576291109,1.79175946922805,1.74333333333333,0.142556031868954,7.5,2.62995563967658,141.0,35.0951088709904,181.333333333333,57.8333333333333
Al0.3CrCuFeMnNi,6.0,SS,BCC+2FCC,1.28181132075472,0.0421292634137831,1674.68132075472,326.866298014189,-0.270558917764329,5.29282681416442,1.73585622457653,1.76094339622642,0.142646999994159,8.09433962264151,2.19144262765805,149.584905660377,27.6155780225474,196.037735849057,62.0377358490566
Al0.5CrCuFeMnNi,6.0,SS,2BCC+FCC,1.28727272727273,0.0466138074252266,1647.72818181818,349.582506058511,-1.91735537190083,5.72323043348523,1.76776147228933,1.75545454545455,0.142851711821203,7.90909090909091,2.35312347373542,146.909090909091,30.4076980249008,191.454545454545,60.7272727272727
Al0.8CrCuFeMnNi,6.0,SS,2BCC+FCC,1.29475862068966,0.0514737509880517,1610.78379310345,375.379505093489,-3.97146254458977,6.15911085343416,1.7886363384233,1.74793103448276,0.142789435288344,7.6551724137931,2.53630007564597,143.241379310345,33.5175251868217,185.172413793103,58.9310344827586
AlCr0.5CuFeNiTi,6.0,SS+IM,FCC+B2,1.32427272727273,0.070990456625496,1611.13454545455,392.576972009396,-15.404958677686,9.6869240081316,1.76776147228933,1.74909090909091,0.149085365750605,7.09090909090909,3.05865524386559,137.454545454545,37.3201472187578,157.545454545455,60.6363636363636
AlCr1.5CuFeNiTi,6.0,SS+IM,FCC+B2,1.31269230769231,0.0690501732758004,1698.65230769231,415.370790428056,-12.2603550295858,8.78352868495843,1.77823330579971,1.73538461538462,0.140855375070994,6.92307692307692,2.84095158655683,140.923076923077,35.2801132443271,176.230769230769,69.0
AlCr2CuFeNiTi,6.0,SS+IM,FCC+B2,1.30814285714286,0.0679370613160312,1733.03428571429,419.018711749151,-11.1020408163265,8.35604523159033,1.74786809746676,1.73,0.137113092008021,6.85714285714286,2.74791200881019,142.285714285714,34.3499398448809,183.571428571429,72.2857142857143
AlCr3CuFeNiTi,6.0,SS+IM,FCC+B2,1.30075,0.0656556791787856,1788.905,418.903751117127,-9.3125,7.61571299831186,1.66746193342929,1.72125,0.13033010972143,6.75,2.58602010819715,144.5,32.6611389881002,195.5,77.625
AlCrCuFeNiTi,6.0,SS+IM,BCC+IM,1.318,0.070092151419233,1658.54,407.423208347291,-13.6666666666667,9.2386065968766,1.79175946922805,1.74166666666667,0.144846662217517,7.0,2.94392028877595,139.333333333333,36.2705880232945,167.666666666667,65.1666666666667
Al0.5CrFeNiTiV,6.0,IM,IM,1.31454545454545,0.0672994139712048,1874.49727272727,346.721785352488,-18.8429752066116,8.1239844864734,1.76776147228933,1.70454545454545,0.132826861766028,6.27272727272727,2.29983829830428,148.727272727273,32.5551026836624,176.181818181818,68.5454545454546
AlCrMoTaTiZr,6.0,AM,AM,1.42316666666667,0.0747634434757845,2228.07833333333,746.608876195488,-16.1111111111111,8.93230139608224,1.79175946922805,1.63333333333333,0.257272013419433,4.66666666666667,1.10554159678513,129.333333333333,77.4740099789744,174.5,67.8333333333333
AlCrNbTiVZr,6.0,IM,IM,1.41516666666667,0.0792113795515457,2019.245,545.209137357706,-16.3333333333333,9.13276559468201,1.79175946922805,1.56166666666667,0.10975983884018,4.5,0.957427107756338,112.666666666667,60.2955682911734,127.5,50.5
AlFeNiTiVZr,6.0,SS,BCC,1.38333333333333,0.0935408527371234,1787.41166666667,414.202535821011,-31.3333333333333,12.5705416955085,1.79175946922805,1.64166666666667,0.18977325651653,5.66666666666667,2.49443825784929,116.0,63.2982358890567,132.0,51.3333333333333
Al0.3HfNbTaTiZr,6.0,SS,BCC,1.49652830188679,0.0497691874934573,2433.02660377359,590.79943640813,-3.98718405126379,7.37332929276276,1.73585622457653,1.46283018867925,0.120382681611766,4.32075471698113,0.575394365357619,115.622641509434,67.2635555293979,108.11320754717,41.8490566037736
Al0.4Hf0.6NbTaTiZr,6.0,SS,BCC,1.48872,0.0492308412920507,2397.1976,642.845460298383,-6.3296,8.31359303858061,1.74404024583595,1.4788,0.115838508277688,4.32,0.614491659829489,115.28,69.4593521420982,109.76,42.48
Al0.5HfNbTaTiZr,6.0,SS,BCC,1.49418181818182,0.0495959406314836,2378.49727272727,644.319669448339,-7.66942148760331,8.94722346122552,1.76776147228933,1.46818181818182,0.121342354279735,4.27272727272727,0.616575453011388,114.181818181818,66.4445335077149,106.727272727273,41.2727272727273
Al0.75HfNbTaTiZr,6.0,SS,BCC,1.49147826086957,0.0493318942541251,2315.67,695.656371256359,-11.5538752362949,10.2375937675087,1.78672360338993,1.47434782608696,0.122148380435846,4.21739130434783,0.656507342197457,112.521739130435,65.4488645832477,105.130434782609,40.6086956521739
AlMo0.5NbTa0.5TiZr ,6.0,SS+IM,BCC+B2 ,1.4645,0.0504102482044408,2169.094,749.712656518482,-16.84,10.5644354321469,1.74806734854609,1.582,0.217614337762933,4.3,0.9,114.2,74.8569302068953,123.1,47.1
AlMo0.5NbTa0.5TiZr,6.0,SS,BCC,1.4645,0.0504102482044408,2169.094,749.712656518482,-16.84,10.5644354321469,1.74806734854609,1.582,0.217614337762933,4.3,0.9,114.2,74.8569302068953,123.1,47.1
Al0.3NbTa0.8Ti1.4V0.2Zr1.3,6.0,SS,BCC,1.4793,0.0530475521177745,2316.4882,594.486731319346,-4.864,7.24056759056913,1.61932983038581,1.4988,0.106595309465286,4.34,0.586856030044848,107.76,72.9817949902577,109.98,42.98
Al0.5NbTa0.8Ti1.5V0.2Zr,6.0,SS,BCC,1.46964,0.049265411834914,2264.967,654.184815630109,-8.6176,8.52717714820468,1.65719358276528,1.5142,0.0997214119434738,4.3,0.640312423743285,113.0,68.1366274480914,111.08,42.92
BeCuNiTiVZr,6.0,AM,AM,1.33883333333333,0.115004837485668,1816.295,297.464902901726,-24.8888888888889,12.6750297278083,1.79175946922805,1.64666666666667,0.204667752440117,6.0,3.3166247903554,120.0,58.022983951764,154.666666666667,63.3333333333333
C0.1CoCrFeMnNi,6.0,IM,IM,1.25770588235294,0.0635192025925729,1840.8431372549,351.588907259323,-7.96616685890043,7.31357610336914,1.67438926704389,1.78137254901961,0.174883934708116,7.92156862745098,1.506107009386,159.470588235294,28.3931453624911,215.098039215686,68.2352941176471
C0.25CoCrFeMnNi,6.0,IM,IM,1.24385714285714,0.0906741035332011,1897.47619047619,478.676510614485,-13.1337868480726,10.7629474360776,1.72424209379972,1.80333333333333,0.214727586741752,7.80952380952381,1.62184632056442,155.857142857143,35.0296278874323,208.952380952381,66.2857142857143
C0.1Hf0.5Mo0.5NbTiZr,6.0,IM,IM,1.47360975609756,0.0945057517523579,2415.19512195122,424.073522129508,-10.6365258774539,16.9032429977875,1.63620787367596,1.57439024390244,0.298721248482699,4.48780487804878,0.702676111750631,110.560975609756,75.6945236864686,119.878048780488,46.3414634146342
CoCrCuFeMnNi,6.0,SS,FCC,1.26916666666667,0.0299665255379856,1727.295,256.105860518003,1.44444444444444,3.86846488624773,1.79175946922805,1.78833333333333,0.135820551545862,8.5,1.70782512765993,158.333333333333,21.9215773966098,204.5,66.0
CoCrCuFeNiTi0.8 ,6.0,SS+IM,SS+IM,1.2818275862069,0.0570002416230472,1792.68448275862,249.789834248109,-6.7538644470868,8.17788008004621,1.7886363384233,1.7951724137931,0.133225779053899,8.13793103448276,2.30028690760799,158.275862068966,23.7906045664281,193.413793103448,74.3448275862069
CoCrCuFeNiTi,6.0,SS,FCC,1.28783333333333,0.0611734178895808,1797.62833333333,247.030235694383,-8.44444444444445,8.57981169515275,1.79175946922805,1.78666666666667,0.138764388643324,8.0,2.38047614284762,156.666666666667,24.9443825784929,190.833333333333,73.3333333333333
CoCrCuFeNiTi0.5,6.0,SS,FCC,1.272,0.0482217839374796,1784.59454545455,254.033486960914,-3.70247933884298,7.30451139372447,1.76776147228933,1.80909090909091,0.122359718970118,8.36363636363636,2.14360474955484,160.909090909091,21.5130173930895,197.636363636364,76.0
CoCrCuFeNiTi0.8,6.0,SS+IM,FCC+IM,1.2818275862069,0.0570002416230472,1792.68448275862,249.789834248109,-6.7538644470868,8.17788008004621,1.7886363384233,1.7951724137931,0.133225779053899,8.13793103448276,2.30028690760799,158.275862068966,23.7906045664281,193.413793103448,74.3448275862069
CoCrCuFeNiTi2.5,6.0,IM,IM,1.32266666666667,0.0749160492582157,1826.30266666667,228.271810450222,-15.6444444444444,9.54920719351567,1.70947277658421,1.73733333333333,0.158554582259724,7.2,2.66333124739176,147.333333333333,29.0898989723619,175.866666666667,67.4666666666667
CoCrCuFeNiZr,6.0,IM,IM,1.31133333333333,0.0998766520140431,1828.795,273.528018293678,-14.4444444444444,12.0070281202234,1.79175946922805,1.75166666666667,0.206512038928054,8.0,2.38047614284762,138.333333333333,63.355259362494,182.666666666667,71.5
CoCrFeGeMnNi,6.0,SS,BCC+FCC,1.26283333333333,0.0310261437214879,1702.9,294.270142329572,-15.1666666666667,7.5703490794801,1.79175946922805,1.80666666666667,0.15563490039905,7.33333333333333,1.97202659436654,135.0,63.7050495120546,182.833333333333,58.0
CoCrFeMnNiV,6.0,SS,BCC+FCC,1.2755,0.0328807843722313,1864.83333333333,241.9224508437,-7.55555555555556,3.96771954073237,1.79175946922805,1.74333333333333,0.136096371083957,7.5,1.70782512765993,161.666666666667,20.3442593595562,204.166666666667,65.8333333333333
CoCrFeMnNiV0.25,6.0,SS,FCC,1.26971428571429,0.0328751124529792,1819.38095238095,224.410439488616,-5.29705215419501,2.9291018328306,1.72424209379972,1.75952380952381,0.138098522128439,7.85714285714286,1.52083042120679,161.904761904762,21.7384994485968,215.047619047619,68.5238095238095
CoCrFeMnNiV0.5,6.0,SS,FCC,1.27181818181818,0.0329500153613274,1835.90909090909,231.96490900191,-6.21487603305785,3.39961205478052,1.76776147228933,1.75363636363636,0.137594445400091,7.72727272727273,1.60061971469627,161.818181818182,21.2424026282689,211.090909090909,67.5454545454546
CoCrFeMnNiV0.75,6.0,SS+IM,FCC+IM,1.27373913043478,0.0329455040740515,1851.0,237.651919374973,-6.95652173913044,3.72963983511749,1.78672360338993,1.74826086956522,0.136911655867159,7.60869565217391,1.66130201517763,161.739130434783,20.778788078867,207.478260869565,66.6521739130435
CoCrFeMnNiV1.0,6.0,SS+IM,FCC+IM,1.2755,0.0328807843722313,1864.83333333333,241.9224508437,-7.55555555555556,3.96771954073237,1.79175946922805,1.74333333333333,0.136096371083957,7.5,1.70782512765993,161.666666666667,20.3442593595562,204.166666666667,65.8333333333333
Co1.5CrFeMo0.1Ni1.5Ti0.5,6.0,SS,FCC,1.26835714285714,0.0493824230838355,1874.125,212.605357285344,-10.6441326530612,6.70797634648968,1.60855887903662,1.81446428571429,0.129448274872039,8.05357142857143,1.88433052583995,169.285714285714,21.3689647166451,213.285714285714,81.6964285714286
Co1.5CrFeMo0.5Ni1.5Ti0.5,6.0,SS+IM,FCC+Ïƒ,1.27466666666667,0.0509568314138586,1942.25,327.355852501016,-10.25,6.40210740043204,1.7045514452673,1.8375,0.15188400179084,7.91666666666667,1.89113428631837,173.333333333333,25.603819159562,221.0,84.25
Co1.5CrFeMo0.8Ni1.5Ti0.5,6.0,SS+IM,FCC+Ïƒ,1.27887301587302,0.0517017858814558,1987.66666666667,378.566217394502,-9.96220710506425,6.17506754967477,1.73081838054143,1.85285714285714,0.163361791217934,7.82539682539683,1.89015563766403,176.031746031746,27.7482836614758,226.142857142857,85.952380952381
CoCrFeNiAlNb0.5,6.0,SS+IM,BCC+Laves,1.297,0.0633184846919063,1780.99454545455,495.592684797499,-16.5289256198347,7.03435694163791,1.76776147228933,1.76181818181818,0.125829479261577,7.0,2.44948974278318,154.727272727273,37.7867001833158,185.727272727273,71.4545454545455
CoCrFeNiAlNb0.75,6.0,SS+IM,BCC+Laves,1.30273913043478,0.0650244121533514,1823.1252173913,523.434025699262,-18.0264650283554,7.47770117431269,1.78672360338993,1.75478260869565,0.127411335418772,6.91304347826087,2.43011975869254,155.391304347826,37.0871349198013,182.217391304348,70.0
CoCuFeMnNiSn0.03,6.0,SS,FCC,1.27526838966203,0.0379436318618354,1630.00445328032,192.194878626429,1.77226897066903,3.61258503803862,1.63633384831038,1.81487077534791,0.134914497630057,8.97017892644135,1.46160447520579,157.403578528827,25.136647367381,188.767395626243,55.9721669980119
CoCuFeMnNiSn0.05,6.0,SS+IM,FCC+IM,1.27663366336634,0.0414558666658201,1625.54930693069,204.412410467136,1.78021762572297,3.62340041228635,1.64904895886701,1.81544554455446,0.134955252961606,8.95049504950495,1.49173457161578,157.009900990099,25.8520141312754,188.217821782178,55.8217821782178
CoCuFeMnNiSn0.08,6.0,SS+IM,FCC+IM,1.27866141732283,0.0461125320080957,1618.93236220472,221.151474335396,1.79180358360717,3.63914211996382,1.66508651583147,1.81629921259843,0.135011245665215,8.92125984251968,1.534928243277,156.425196850394,26.868744739174,187.40157480315,55.5984251968504
CoCuFeMnNiSn0.1,6.0,SS+IM,FCC+IM,1.28,0.0489017520875315,1614.56431372549,231.435649568505,1.79930795847751,3.6493248264569,1.67438926704389,1.81686274509804,0.135045238550678,8.90196078431373,1.56248798534404,156.039215686275,27.5125360263379,186.862745098039,55.4509803921569
CoCuFeMnNiSn0.10,6.0,SS+IM,FCC+IM,1.28,0.0489017520875315,1614.56431372549,231.435649568505,1.79930795847751,3.6493248264569,1.67438926704389,1.81686274509804,0.135045238550678,8.90196078431373,1.56248798534404,156.039215686275,27.5125360263379,186.862745098039,55.4509803921569
CoCuFeMnNiSn0.2,6.0,SS+IM,FCC+IM,1.28653846153846,0.0603231896797547,1593.22807692308,275.226084575785,1.83431952662722,3.6967165440718,1.71056008375792,1.81961538461538,0.135177398236846,8.80769230769231,1.68749315142156,154.153846153846,30.3919173309822,184.230769230769,54.7307692307692
CoCuFeMnNiSn0.20,6.0,SS+IM,FCC+IM,1.28653846153846,0.0603231896797547,1593.22807692308,275.226084575785,1.83431952662722,3.6967165440718,1.71056008375792,1.81961538461538,0.135177398236846,8.80769230769231,1.68749315142156,154.153846153846,30.3919173309822,184.230769230769,54.7307692307692
Co25Fe25Mn15Ni15Ti12.5V7.5,6.0,IM,IM,1.29385,0.0575516966836906,1788.15,162.032026155325,-13.375,7.17433509005364,1.71648340614413,1.76125,0.14876470515549,7.675,1.88927896299091,158.25,27.1005073753242,188.8,59.675
CoFeMnTi0.5VZr,6.0,IM,IM,1.36218181818182,0.0951023079549521,1887.18181818182,234.526919634096,-18.5785123966942,9.06077195998903,1.76776147228933,1.63454545454545,0.192039940749249,6.36363636363636,1.91988291654026,124.545454545455,63.2978006746517,158.363636363636,47.0909090909091
CoFeMnTi1.5VZr,6.0,IM,IM,1.37753846153846,0.0903705236759982,1895.46153846154,216.605495840716,-18.508875739645,8.82258130972994,1.77823330579971,1.62,0.179914509612846,6.0,1.96116135138184,122.307692307692,58.4615384615385,151.846153846154,46.6153846153846
CoFeMnTi2.5VZr,6.0,IM,IM,1.3888,0.0859708890318571,1901.53333333333,202.242055193496,-17.8133333333333,8.31235118496699,1.70947277658421,1.60933333333333,0.169684674879286,5.73333333333333,1.94821855949366,120.666666666667,54.5853053078899,147.066666666667,46.2666666666667
CoFeMnTi2VZr,6.0,IM,IM,1.38357142857143,0.088117363200625,1898.71428571429,209.055504786726,-18.2040816326531,8.58302947516103,1.74786809746676,1.61428571428571,0.174589898485168,5.85714285714286,1.95875845725744,121.428571428571,56.4240504518043,149.285714285714,46.4285714285714
CoFeMnTiV0.4Zr,6.0,IM,IM,1.37655555555556,0.0962981789115663,1859.2962962963,213.983352556847,-20.7407407407407,9.6056323456853,1.75427234111646,1.6262962962963,0.195753967807063,6.2962962962963,2.01503266796081,119.259259259259,62.711917818612,157.814814814815,46.8148148148148
CoFeMnTiV0.7Zr,6.0,IM,IM,1.37336842105263,0.0944617946285404,1876.33333333333,220.462300022009,-19.6491228070175,9.31707521713512,1.78426836093824,1.62649122807018,0.19053471597908,6.2280701754386,1.98253376652865,121.40350877193,61.7135032137748,156.245614035088,46.8245614035088
CoFeMnTiV1.3Zr,6.0,IM,IM,1.36790476190476,0.0910461249096686,1905.53968253968,228.206730657445,-17.7777777777778,8.66878108810052,1.78641097565023,1.6268253968254,0.181237591994119,6.11111111111111,1.91991328434394,125.079365079365,59.7846138265568,153.555555555556,46.8412698412698
CoFeMnTiV1.6Zr,6.0,IM,IM,1.36554545454545,0.0894575785100571,1918.15151515152,230.328766504583,-16.969696969697,8.34169150319831,1.77312937527584,1.6269696969697,0.177071888302974,6.06060606060606,1.88999589448639,126.666666666667,58.8612475627765,152.393939393939,46.8484848484849
CoFeMnTiV2.3Zr,6.0,IM,IM,1.36079452054795,0.0860279923071474,1943.54794520548,232.476779874269,-15.3424657534247,7.62056652561849,1.72545092585972,1.6272602739726,0.168370598041512,5.95890410958904,1.82402802913744,129.86301369863,56.8220763263796,150.054794520548,46.8630136986301
CoFeMnTiV2.6Zr,6.0,IM,IM,1.35902631578947,0.0846662849585973,1953.0,232.564082849392,-14.7368421052632,7.33617692467096,1.70126275294079,1.62736842105263,0.165014899016746,5.92105263157895,1.79738961226623,131.052631578947,55.9976255927174,149.184210526316,46.8684210526316
CoFeMnTiV2Zr,6.0,IM,IM,1.36271428571429,0.0874526684644804,1933.28571428571,231.946246411727,-16.0,7.92052358607378,1.74786809746676,1.62714285714286,0.171939714162035,6.0,1.8516401995451,128.571428571429,57.6760835376753,151.0,46.8571428571429
CoFeMnTiV3Zr,6.0,IM,IM,1.356875,0.0829417518450217,1964.5,232.151889934155,-14.0,6.98212002188447,1.66746193342929,1.6275,0.160837651064668,5.875,1.76334199745824,132.5,54.9431524395898,148.125,46.875
CoFeMnTiVZr,6.0,IM,IM,1.3705,0.0927126221013104,1891.66666666667,225.034565246221,-18.6666666666667,8.99794215156793,1.79175946922805,1.62666666666667,0.185711843695788,6.16666666666667,1.95078331845327,123.333333333333,60.736223860962,154.833333333333,46.8333333333333
CoFeMnTiVZr0.4,6.0,IM,IM,1.34466666666667,0.0789322583202219,1865.40740740741,222.197652962779,-16.0493827160494,7.78491002623464,1.75427234111646,1.65962962962963,0.165696766357537,6.40740740740741,1.91019214195965,137.037037037037,47.1259003108666,164.592592592593,48.3703703703704
CoFeMnTiVZr0.7,6.0,IM,IM,1.35826315789474,0.0871119353030202,1879.22807017544,224.079169714154,-17.5438596491228,8.50655542434365,1.78426836093824,1.64228070175439,0.177279811972037,6.28070175438596,1.93539864849426,129.824561403509,55.1390977301211,159.456140350877,47.5614035087719
CoFeMnTiVZr1.3,6.0,IM,IM,1.38157142857143,0.0966437126826213,1902.92063492064,225.304541805812,-19.5011337868481,9.32600921668647,1.78641097565023,1.61253968253968,0.191932265283985,6.06349206349206,1.95888708177459,117.460317460317,64.8311176991531,150.650793650794,46.1746031746032
CoFeMnTiVZr1.6,6.0,IM,IM,1.39163636363636,0.0994255520824998,1913.15151515152,225.061893333895,-20.1101928374656,9.53401544554357,1.77312937527584,1.59969696969697,0.196537988439661,5.96969696969697,1.96152149487058,112.121212121212,67.9017818196867,146.848484848485,45.5757575757576
CoFeMnTiVZr2,6.0,IM,IM,1.40371428571429,0.101894083698029,1925.42857142857,224.15482987235,-20.6530612244898,9.67590082212319,1.74786809746676,1.58428571428571,0.200845153066247,5.85714285714286,1.95875845725744,105.714285714286,70.8836356003159,142.285714285714,44.8571428571429
CoFeMnTiVZr2.3,6.0,IM,IM,1.41190410958904,0.103080796099605,1933.75342465753,223.153720641662,-20.9044848939764,9.70840379057196,1.72545092585972,1.57383561643836,0.203049559622709,5.78082191780822,1.95319601343973,101.369863013699,72.5148084733487,139.191780821918,44.3698630136986
CoFeMnTiVZr2.6,6.0,IM,IM,1.41944736842105,0.103851940902212,1941.42105263158,221.951586894998,-21.0526315789474,9.69506133483757,1.70126275294079,1.56421052631579,0.204587281321861,5.71052631578947,1.94541153455539,97.3684210526316,73.7593601741257,136.342105263158,43.9210526315789
CoFeMnTiVZr3,6.0,IM,IM,1.428625,0.104397592951741,1950.75,220.12027962003,-21.125,9.62592578745676,1.66746193342929,1.5525,0.205836707124847,5.625,1.93245310421754,92.5,74.9583217528247,132.875,43.375
CoHfNbNiTiZr,6.0,IM,IM,1.42816666666667,0.0984996201817696,2136.83333333333,377.241927974903,-30.5555555555556,14.7573654624037,1.79175946922805,1.59333333333333,0.238304194022868,6.0,2.51661147842358,125.0,63.4428877022476,129.166666666667,49.3333333333333
CrFeNiTiVZr,6.0,IM,IM,1.35283333333333,0.100340625228715,1995.16666666667,180.424884339408,-20.8888888888889,10.3748667500987,1.79175946922805,1.65,0.189296944860009,6.16666666666667,2.19215773966098,130.0,62.1825270205921,166.833333333333,66.1666666666667
CrMo0.5NbTa0.5TiZr,6.0,SS+IM,BCC+IM,1.4279,0.0804235571388163,2418.4,441.11907689421,-4.92,3.38990029351897,1.74806734854609,1.592,0.219809008004677,4.9,0.830662386291808,131.0,73.8173421358423,164.9,64.9
CrNbMo0.5Ta0.5TiZr,6.0,IM,IM,1.4279,0.0804235571388163,2418.4,441.11907689421,-4.92,3.38990029351897,1.74806734854609,1.592,0.219809008004677,4.9,0.830662386291808,131.0,73.8173421358423,164.9,64.9
Cu0.5NiCoCrAl0.5Fe2,6.0,SS,FCC,1.26383333333333,0.0408415494079153,1740.60333333333,316.991856581346,-3.52777777777778,4.97516175006405,1.67623493913473,1.81083333333333,0.101854334986566,8.0,2.08166599946613,161.333333333333,28.0396544597508,201.666666666667,77.8333333333333
Cu0.5NiCoCrAl0.5Fe3,6.0,SS,FCC,1.26057142857143,0.0384359989379266,1750.66,294.509460847307,-2.83673469387755,4.60358301390196,1.57409733684897,1.81357142857143,0.0945370027976304,8.0,1.92724822331886,162.571428571429,26.1362208594955,203.0,78.4285714285714
Cu0.5NiCoCrAl0.5Fe3.5,6.0,SS,FCC,1.25926666666667,0.0373728011639465,1754.68266666667,284.921006981857,-2.57777777777778,4.44606414930701,1.52269992598575,1.81466666666667,0.0914233133408663,8.0,1.86189867250253,163.066666666667,25.3178900296916,203.533333333333,78.6666666666667
Fe56Co7Ni7Zr8Nb2B20,6.0,AM,AM,1.19057,0.176394430122226,1953.92,252.483412524467,-27.7096,9.9055116151153,1.29918109665228,1.8365,0.174524353601439,6.83,2.33261655657333,168.6,53.9188278804352,154.25,59.89
Fe61Co7Zr10Mo5W2B15,6.0,AM,AM,1.22337,0.164396713909825,2012.32,378.041740552548,-24.1064,9.25910152110063,1.23052253971086,1.8421,0.206655728205148,6.78,2.05221831197366,167.6,62.4551038747035,174.71,67.79
FeMoNiTiVZr,6.0,SS+IM,BCC+IM,1.37183333333333,0.0930257695340689,2114.5,384.537276043125,-19.7777777777778,10.3662359483385,1.79175946922805,1.73333333333333,0.268741924943285,6.16666666666667,2.19215773966098,141.666666666667,72.4377127070024,175.166666666667,67.0
Hf0.5Mo0.5NbSi0.1TiZr,6.0,SS+IM,BCC+IM,1.48287804878049,0.0669075605659153,2363.09756097561,376.454759039924,-6.47233789411065,10.3908765925362,1.63620787367596,1.55853658536585,0.261445894935423,4.48780487804878,0.702676111750631,112.19512195122,74.7193838148312,121.024390243902,46.3414634146342
Hf0.5Mo0.5NbSi0.3TiZr,6.0,SS+IM,BCC+IM,1.46753488372093,0.0812338958818253,2331.6511627907,394.20629021216,-17.2201189832342,16.4134390820941,1.70381014406178,1.57441860465116,0.265227434878081,4.46511627906977,0.693787622798898,111.627906976744,73.0062193132198,117.581395348837,44.1860465116279
Hf0.5Mo0.5NbSi0.5TiZr,6.0,SS+IM,BCC+IM,1.45355555555556,0.0917394760469664,2303.0,407.604110763264,-26.0740740740741,19.7061969193148,1.73512645696292,1.58888888888889,0.267807743828144,4.44444444444445,0.684934889218775,111.111111111111,71.4056400580428,114.444444444444,42.2222222222222
Hf0.5Mo0.5NbSi0.7TiZr,6.0,SS+IM,BCC+IM,1.44076595744681,0.099873404049269,2276.78723404255,417.769351827527,-33.3906745133545,21.8426825136883,1.74816243240049,1.60212765957447,0.269467056133641,4.42553191489362,0.676180790726413,110.63829787234,69.9058410891347,111.574468085106,40.4255319148936
Hf0.5Mo0.5NbSi0.9TiZr,6.0,SS+IM,BCC+IM,1.42902040816327,0.106362952201949,2252.71428571429,425.471407226557,-39.4502290712203,23.2998572331561,1.75004574484148,1.61428571428571,0.270411628780258,4.40816326530612,0.667568458522291,110.204081632653,68.4966793748507,108.938775510204,38.7755102040816
HfMo0.25NbTaTiZr,6.0,SS,BCC,1.49385714285714,0.052727167991382,2540.7619047619,471.67017378086,1.56009070294785,1.71522972582125,1.72424209379972,1.48761904761905,0.189533380949982,4.47619047619048,0.587087047901807,123.333333333333,71.0019002652031,120.809523809524,46.4761904761905
HfMo0.5NbTaTiZr,6.0,SS,BCC,1.48790909090909,0.0548692891705859,2556.90909090909,466.728742427831,0.59504132231405,1.97982013783571,1.76776147228933,1.51818181818182,0.232176194137054,4.54545454545455,0.655554777357089,128.181818181818,72.8408204509459,130.272727272727,49.8181818181818
HfMo0.75NbTaTiZr,6.0,SS,BCC,1.48247826086957,0.0565342495871315,2571.65217391304,461.677904726515,-0.2117202268431,2.14149977800605,1.78672360338993,1.54608695652174,0.262094226840103,4.60869565217391,0.706438122142257,132.608695652174,74.2040307884632,138.913043478261,52.8695652173913
